epoch,loss,train_acc,train_auprc,train_auroc,train_minpse,train_prec0,train_prec1,train_rec0,train_rec1,val_acc,val_auprc,val_auroc,val_loss,val_minpse,val_prec0,val_prec1,val_rec0,val_rec1
0,0.34714330114647546,0.87833786,0.47585214580140167,0.8258628389331344,0.4852941176470588,0.89416766,0.60692215,0.975002,0.25063807,0.8675147,0.46975131260614633,0.8221049293222182,0.32308576629837216,0.48060344827586204,0.88431114,0.5978836,0.9724538,0.24353448
1,0.3198858349419095,0.881267,0.5019265158748855,0.833587582465943,0.4997458057956279,0.8952333,0.6363636,0.97736025,0.25727412,0.86906606,0.4801503127787118,0.8264160552923974,0.3313138952933592,0.4870689655172414,0.8837438,0.6179775,0.97535336,0.23706897
2,0.3122502457573807,0.88303816,0.5186268781912496,0.8406296333704234,0.505091649694501,0.8921038,0.6867284,0.9840421,0.22715671,0.8687558,0.4900347729650878,0.8324640518178751,0.31876932450269935,0.5021551724137931,0.87996095,0.6375839,0.9804277,0.20474137
3,0.308837939861766,0.88440055,0.5349838366508639,0.8450298969452343,0.5130168453292496,0.9013982,0.6381857,0.9730367,0.30883104,0.87154824,0.5087771495583439,0.8355327704940572,0.3150414695031074,0.5021551724137931,0.8909637,0.61160713,0.9684668,0.2952586
4,0.3062265913486887,0.88623977,0.542515306164998,0.8465802909812303,0.518631955079122,0.8941999,0.71794873,0.9852999,0.2429811,0.8727893,0.5093873390513949,0.83728565447251,0.3136289665279572,0.5107758620689655,0.881455,0.6875,0.9836897,0.21336207
5,0.30376465964037164,0.88603544,0.549339349533398,0.851270336770552,0.5234215885947047,0.90930647,0.620777,0.96470404,0.37519142,0.87061745,0.506066103974088,0.840907031533164,0.30985081333608094,0.5031185031185031,0.8956081,0.5893536,0.96085536,0.33405173
6,0.2975668915722529,0.88821524,0.5591522107112165,0.8537708545182532,0.5288412455334355,0.8956013,0.7352071,0.9859288,0.25370088,0.8749612,0.505588812440085,0.8420279711539664,0.3149213810219293,0.5043103448275862,0.8852191,0.6848485,0.9811526,0.24353448
7,0.2964039040531466,0.8895776,0.5687759997165474,0.8579787860077426,0.5356778797145769,0.9076686,0.6585366,0.9713859,0.3583461,0.8777537,0.5128519143017648,0.8447315056679706,0.3072801463322132,0.5,0.89561725,0.6495727,0.9702791,0.3275862
8,0.2965184981810381,0.8915531,0.5724546895098638,0.8599385428162001,0.5416028586013272,0.90232086,0.71613663,0.98105496,0.31036243,0.87465096,0.5080844985309989,0.8440464436140032,0.30668551815321754,0.4978902953586498,0.888999,0.6530612,0.97535336,0.27586207
9,0.2929405997261121,0.8901907,0.5780632050670846,0.8613028446248477,0.5431342521694742,0.89757353,0.74471086,0.98577154,0.26952526,0.8777537,0.5253751725184868,0.848813756858432,0.3086490975221861,0.5129310344827587,0.88530463,0.72727275,0.9847771,0.2413793
