epoch,loss,train_acc,train_auprc,train_auroc,train_minpse,train_prec0,train_prec1,train_rec0,train_rec1,val_acc,val_auprc,val_auroc,val_loss,val_minpse,val_prec0,val_prec1,val_rec0,val_rec1

0,0.4440475587911482,0.86230403,0.45388894127095125,0.799711214691027,0.4880382775119617,0.8622101,1.0,1.0,0.0049261083,0.873065,0.39033647530394144,0.7836807320793086,0.3478255842353906,0.40476190476190477,0.8726708,1.0,1.0,0.023809524

1,0.3636775231312633,0.8677573,0.4811690085226236,0.8203958034545114,0.5024630541871922,0.8679505,0.84615386,0.99841774,0.054187194,0.873065,0.37046667721649446,0.8263853584138281,0.31655188859800804,0.4166666666666667,0.8726708,1.0,1.0,0.023809524

2,0.3477885805593515,0.8738923,0.5086440736590068,0.8329449086487498,0.5073891625615764,0.8764829,0.7647059,0.9936709,0.12807882,0.86996907,0.3811500113210561,0.8380782918149465,0.3135665587319678,0.44680851063829785,0.87227416,0.5,0.9964413,0.023809524

3,0.32907250635300517,0.8773006,0.5261565900129725,0.8415149342146288,0.5123152709359606,0.88825214,0.6619718,0.98101264,0.23152709,0.85758513,0.3841740792743584,0.838163023216404,0.3048975776777179,0.4772727272727273,0.87539935,0.3,0.97508895,0.071428575

4,0.3215413056187022,0.8861622,0.5527429758686188,0.8466008293321694,0.5172413793103449,0.8989091,0.6956522,0.9778481,0.31527093,0.8606811,0.3932270371129437,0.8312150482968989,0.30260399998895154,0.4583333333333333,0.8856209,0.4117647,0.9644128,0.16666667

5,0.3271997198005395,0.88411725,0.5738629360514449,0.8511995697449648,0.5348837209302325,0.89127326,0.73913044,0.9857595,0.25123152,0.873065,0.394651955548291,0.8280799864429758,0.3101150279997303,0.47619047619047616,0.88709676,0.53846157,0.9786477,0.16666667

6,0.3206715611785386,0.8909339,0.5830593172230936,0.8538886637151586,0.5441176470588235,0.9,0.74712646,0.9825949,0.32019705,0.8668731,0.4006391963905279,0.8284189120488054,0.3028456574715328,0.44680851063829785,0.8888889,0.47058824,0.9679715,0.1904762

7,0.3150495134024857,0.89025223,0.5871512231838432,0.8580509135125022,0.5467980295566502,0.9010909,0.7282609,0.9802215,0.33004925,0.86996907,0.4105162820792915,0.8306219284866971,0.30604165303448777,0.42857142857142855,0.89180326,0.5,0.9679715,0.21428572

8,0.3225325997093541,0.8861622,0.5976961498087956,0.8619286649622746,0.541871921182266,0.8943206,0.7368421,0.98417723,0.27586207,0.873065,0.4183611912385195,0.8305371970852398,0.30617141543711673,0.4318181818181818,0.89215684,0.5294118,0.97153026,0.21428572

9,0.31273367407781866,0.8868439,0.6046749674296681,0.8647073953981418,0.5539906103286385,0.8932665,0.7605634,0.9865506,0.26600984,0.873065,0.4372476936914149,0.8351126927639383,0.3092076960639688,0.4523809523809524,0.8896104,0.53333336,0.97508895,0.1904762

10,0.31411108358343526,0.8950239,0.6089418787313826,0.8653465423707676,0.5637254901960784,0.91792166,0.676259,0.96439874,0.46305418,0.8637771,0.43308706604265795,0.8295204202677512,0.30616109779006556,0.47619047619047616,0.9044369,0.46666667,0.9430605,0.33333334

11,0.30219039908053524,0.8957055,0.619290494334869,0.8706896551724138,0.5714285714285714,0.9123979,0.7083333,0.9723101,0.4187192,0.86996907,0.44092533341578033,0.8386714116251482,0.3078258721728812,0.44680851063829785,0.89966553,0.5,0.95729536,0.2857143

12,0.2947522818371806,0.89297885,0.6358483188293618,0.8760093845482322,0.6009852216748769,0.9060895,0.72115386,0.977057,0.36945814,0.8668731,0.44369460009364653,0.8427385188951025,0.29824105929294975,0.42857142857142855,0.89666665,0.47826087,0.95729536,0.26190478

13,0.3040064687966975,0.89706886,0.6472935867902532,0.878714067468978,0.6078431372549019,0.9149888,0.7063492,0.97072786,0.43842363,0.8606811,0.43605564007968156,0.8360447381799694,0.30627569976052266,0.4523809523809524,0.9041096,0.4516129,0.93950176,0.33333334

14,0.3018333982795619,0.8977505,0.6495343127492972,0.8798832387603668,0.5980392156862745,0.90597665,0.77894735,0.9833861,0.36453202,0.8606811,0.4316138409801869,0.841721742077614,0.31443689039248063,0.4444444444444444,0.8881579,0.42105263,0.9608541,0.1904762

15,0.2805091568561501,0.9018405,0.6653447463511349,0.8862474278231589,0.6421568627450981,0.9117647,0.7757009,0.98101264,0.408867,0.85448915,0.43461005280637177,0.8346890357566514,0.3099506638552013,0.42857142857142855,0.8874172,0.3809524,0.95373666,0.1904762

16,0.28914979286110964,0.9011588,0.6595564207196492,0.885206865373823,0.6206896551724138,0.9159851,0.73770493,0.9746835,0.44334975,0.85758513,0.41133186199340277,0.8251991187934249,0.30931572625327036,0.45454545454545453,0.8929766,0.41666666,0.9501779,0.23809524

17,0.29238421677649223,0.9018405,0.6682029613393082,0.8888118101889382,0.6310679611650486,0.9099561,0.7920792,0.9833861,0.39408866,0.8637771,0.424754224426994,0.8311303168954415,0.30929546690208626,0.42857142857142855,0.8885246,0.44444445,0.9644128,0.1904762

18,0.2889687753528174,0.9038855,0.6808987509958121,0.892942882085178,0.6403940886699507,0.91317147,0.787037,0.9818038,0.4187192,0.8637771,0.414540566578405,0.8282494492458905,0.31895132058360626,0.43478260869565216,0.8910891,0.45,0.9608541,0.21428572

19,0.28936776724004715,0.8984322,0.6896433539786939,0.8970154954168486,0.6502463054187192,0.90369296,0.81395346,0.98734176,0.3448276,0.8606811,0.3974427569059517,0.8275715980342315,0.3138889352741994,0.4074074074074074,0.8856209,0.4117647,0.9644128,0.16666667

20,0.2873971503489507,0.9052488,0.6983777320844698,0.8986016711354993,0.6502463054187192,0.9126926,0.8076923,0.98417723,0.41379312,0.8606811,0.42188367031984164,0.8306219284866971,0.3287061982248959,0.4222222222222222,0.8907285,0.42857143,0.95729536,0.21428572

