epoch,loss,train_acc,train_auprc,train_auroc,train_minpse,train_prec0,train_prec1,train_rec0,train_rec1,val_acc,val_auprc,val_auroc,val_loss,val_minpse,val_prec0,val_prec1,val_rec0,val_rec1

0,0.36983881137595187,0.8755109,0.4545373532643395,0.8277417577615045,0.4587628865979381,0.88445306,0.60215056,0.9854987,0.1456437,0.8735454,0.46989002933751417,0.821225942819001,0.31972838925519964,0.48314606741573035,0.88225806,0.6530612,0.9846985,0.17977528

1,0.3206906862688893,0.88096046,0.48852238156240196,0.8388873216932745,0.49483204134366926,0.8850997,0.72727275,0.99176955,0.1456437,0.8758728,0.49749395156723164,0.8301459359419088,0.31158757038686147,0.4810810810810811,0.8782816,0.78125,0.9936994,0.14044943

2,0.312161253262768,0.8828338,0.5064864403965099,0.8426436220107655,0.5064935064935064,0.89667565,0.6319218,0.97785616,0.25227568,0.87975174,0.502684485158873,0.8321888368612143,0.31357686218131503,0.4888888888888889,0.8937397,0.6533333,0.97659767,0.2752809

3,0.30886440438139745,0.8857289,0.5237986319000612,0.8472177945760763,0.5110533159947984,0.8974175,0.6655405,0.98059964,0.25617686,0.87742436,0.5114489047128188,0.8394350671022158,0.3053664692133503,0.4972972972972973,0.8921811,0.6351351,0.9756976,0.26404494

4,0.30766770400726096,0.8833447,0.538267107630786,0.853649922137135,0.5207792207792208,0.8859189,0.7837838,0.9937292,0.15084526,0.87742436,0.5119146884721159,0.8396221644636375,0.3061592170579938,0.4943820224719101,0.8802873,0.7777778,0.9927993,0.15730338

5,0.2988644342702034,0.8867507,0.5478560102395351,0.8557527673744021,0.52925877763329,0.9143017,0.6007752,0.95963156,0.40312093,0.8727696,0.5271698322689599,0.8424741350539547,0.302725338515059,0.5056179775280899,0.90366584,0.5603448,0.9540954,0.36516854

6,0.29777671930149235,0.8889646,0.5473352245485302,0.8589255103005525,0.5287356321839081,0.8964903,0.7258687,0.9860866,0.24447334,0.8782002,0.5135194171753741,0.841048149758796,0.30394054597852027,0.5056179775280899,0.8859223,0.6981132,0.98559856,0.20786516

